Bio,labels
it’s Twitter. what do you want from me,9
It’s Uncle Kelly,-1
Its already written.....,2
Itzel Married to my kindred spirit ✨💫 Raising an outdoor compassionate kiddo👶🏼🏔🐛 Veganizing everything🌱🌶🍴 📍PNW 🌲 http://www.veganmountainlife.com,-1
Ivana Hugnkiss,-1
Ive forseen the future when the valves in my mind were expanded by something few people have dreamed of expieriencing,-1
IYKYK❤️&#x1f1fa;&#x1f1f8;&#x1f48d;,-1
Jake Ortman's blog at http://utterlyboring.com.,-1
"jambands, oregon ducks football fan . work at a golf course.  all around twidiot",-1
"James lives in beautiful Bend, OR, and is an experienced Enterprise Software Sales Exec, specializing in IT Service Mgmt, Channel Development & SaaS Evangelism.",-1
Javier Martinez. I have a pug named Diesel.,-1
Jay Henry is a successful entrepreneur and CEO of The James Marshall Company.,8
jay 🥰🏳️‍🌈,0
Jazz Singer,3
JazzyGo to @JazzyDragon@universeodon.com to communicate with me.This twitter will just mirror links to my messages there with comments disabled.,9
jc lawn service,-1
"Jeff Browning, Ultrarunner + Coach. Sponsors: Altra, Injinji, UltAspire, Vespa, Addaday, Squirrels Nut Butter, Rudy Project, Trail Butter",-1
"Jeff Is currently CEO of STREAMit, Inc., a hosted software as a service the allows trainer and educators to post video content for sale.",-1
"Jenni Peskin is a mama, yoga teacher, activist, and music maker working to heal the world one breath at a time. Breathe. Chant. Yoga.",1
"Jessica Dotson.  School counselor in Bend, Oregon.  Jessica Dotson Bend Oregon",-1
"Jesus follower, Husband, Father, Creative &Jr-High Pastor at Journey Church.",-1
"Jesus Lover, Husband, Father, Tax Accountant, LEGO Hobbyist",7
"Jesus loves me, I love my husband and my kids, I'm a friend, I follow Jesus, I make mistakes, and I'm learning to be a good therapist.",-1
"Jewelry design is my passion.  I create unique, one of kind artisan jewelry, with my focus and preference in copper metalwork design.",5
"Jewelry Maker, Photo Taker, Food Maker, Random Chit-Chatterer and Niceness Spreader-outter.",5
JHU Museum Studies Alumna,-1
Jim is the Ptincipal Managing Broker and Franchise Owner of Exit Realty Bend located in Bend Oregon.,10
"Jim is the VP of Sales and Marketing at Easy Pay Solutions, a pioneering national company determined to help professionals get paid in a timely manner.",-1
"Jim Mazziotti is a Realtor, Writer, Speaker, And Trainer and lives in The Dallas Metroplex.",10
"John 3:16, 2/23/19 Karli 💖, everything happens for a reason 🙏🏼",-1
John 3:30,7
"Join and follow me to get a RAW,REAL and RADIANT view of my journey to becoming Pro in the Figure Division of Bodybuilding....and so much more!!",-1
"Join the Creative Souls Telesummit - April 26 -May 20, 2011.  Maverick Creaive Soul.  Hlping creatives get clear, get a plan and monetize their creative fire.",-1
"Join us as we learn out loud together about marriage, mental health, politics, & parenting. We’re committed to love deeply, grow successfully, and live justly.",-1
"Join us for another season of work, play and profanity. Season 3 begins January 20th at 8:30 pm on @mtvcanada.",-1
Jokes about video games and life! YT Channel - http://bit.ly/1DALcPx Vine - https://vine.co/u/1209593055024431104,-1
Joshua knight,-1
journalism student with a focus in visual media,-1
Journalist & Documentarian - Founder @RTFilms Project #AcceptableFallout - she/her,-1
Journalist and journalism instructor.,-1
"Journalist, amateur violinist, lover of everything crafty, and smitten with my family.",-1
"Journalist, essayist and author of Call of the Mild: Learning to Hunt My Own Dinner (Grand Central Publishing, 2012) She/her",2
Jovany | Snapchat @ Jovany36|,-1
Jr's Auto Body Shop in Bend has been providing world class auto body repair paired with superior customer service since 1982. (541) 366-4079,-1
Julie owns Right at Home In Home Care in Central Oregon. Right at Home serves seniors and disabled adults.,-1
Junior - SHS - 17,-1
Just a 40 something trying to communicate in 140 characters,4
Just a Cincy boy becoming an Oregon man | Cincy ✈️ Bend,11
just a dude playing a dude disguised as another dude,-1
just a gal who reads @BooksinCommon,-1
Just a girl with a Jeep and a case of wanderlust,-1
Just a great guy.,-1
Just a guy at the University of Utah,-1
"just a guy who likes reading, gaming, anime, cheesecake and more!",-1
Just a happy girl from Texas,-1
"Just a happy lady with a perfect pup, and amazing boyfriend ♡",-1
Just a hard working guy who tries to do the right thing and make people happy one day at a time ;) cut out the hate and stay positive!,-1
Just a kid born and raised in the PNW,-1
Just a real person living my real life. Avid movie fan. Pet Sitter. Somewhat snarky optimist.  Real Peeps only please!,-1
just a scared bitch cryin about her problems,-1
Just a small town girl making it in the big bad world,-1
"Just a small town girl, Living in a lonely world, who took a midnight train to seek a Great Perhaps...",-1
"Just a small town girl, living in a lonely world. She took the midnight train going anywhere...",-1
Just a smokejumper RAC,-1
Just a street-walkin' cheetah with a heart full of napalm!,-1
"Just a thankful, happy dad always excited for the next adventure",-1
Just a woman rising from the ashes and sharing her journey.,-1
Just another Millennial born in the '80s who took a detour some point after that. Mobile UI/UX and behavioral economics are My Thing,-1
"Just another mountain bike junkie living the dream in Bend, Oregon",-1
Just another product of a stolen youth. 👑 SC:rg_uno Insta:clumzyuno ✈️ One half of @theclumzys 🔥 RGuno #SuperSayianGoten Of #Gotenks,-1
"Just another soul wandering through the endless road searching for love & adventure, all while laughing and having fun!",-1
Just be nice to each other,-1
"Just because my path is different, doesn't mean I'm lost. Feminist. Alaska born, Oregon bound.",11
Just doin me,-1
just enough madness to make it interesting &#x1f499;,4
just hanging out. creator partnerships @twitter,9
Just here for Gonzaga Basketball,-1
just here for politics and yugioh posts,-1
"Just here for shits and gigs. Also, to piss off the muts and river rats. lol. if youbtake anything seriously said on here, thats a you problem....",-1
Just here to laugh,-1
Just here.  Distracting myself until enlightenment happens.,-1
"Just in time for the party to end, I went viral once on an old meme, DM me verbal abuse.",-1
"Just keep swimming, just keep swimming, just keep swimming",-1
just kick back and make some racks,-1
"Just landed #inbend with my guitar, sewing machine, heelers, hubby and a wagon load of spunk!",-1
Just live your life (:,12
just livin,-1
Just living the dream in Central Oregon. Drums are my passion.,11
"Just moved from San Diego to Bend, OR for a job. Really loving here but feeling like its time to make some life changes. Evaluating my place in the world.",-1
"Just moved to the beautiful city of Bend, Oregon & couldn't be happier here.",11
Just sharing some silliness... because sometimes we need a break from all the crazy life stuff. (Not all my own content.),-1
"Just started a new adventure in life by opening my very own retail shop in Bend, OR.",-1
Just trying to keep the rubber side down .,-1
Just waiting for that plane to take me to some far off place.,-1
just your average millennial drowning in student loan debt hoping to kick my avocado toast habit and buy a house,-1
Justice,-1
"Justice Kids is designed to help kids move beyond learning to doing. We equip parents and churches to teach kids about justice in a fun, effective way.",-1
K.E.N.D.A.M.A.,-1
"Kaiser Health News, Colorado Correspondent - Dream big and make it happen 🇺🇦",-1
"Karen Cammack Photography for commercial, portrait, and fine art, contemporary photography with classic technique.",-1
"Kawak is an aviation technology and innovation company that produces innovative, high performing, and safe mission equipment solutions.",-1
"Kayla Wopschall: Scientist, Educator, Artist",-1
"Kc, Mo",-1
"KCS Program Manager (self-service and knowledge management) by day, outdoor photographer on the weekend.",-1
keep going,-1
keep our oceans clean!!¡,-1
Keep Pushing On,-1
Keep your dog's business private.  Avoid awkward neighborhood moments.,-1
Keep your wrapping paper rolled and secure with The Wrapper Slapper! Be sure to check out our new product The YogaMat Wrap. C'mon--Keep it together!,1
Keeping it real since 1974.,-1
Keeping track of the Bend Elks baseball team and their players,-1
Kekistan,-1
"Kelsey is a #speculativefiction #author & #poet known for her dark sense of humor, wildly inappropriate ideas & occasionally foul mouth. Cohosts @therwrpodcast",2
kernboy,-1
Kill em with kindness,-1
Kill them with kindness . // Psalms 139:2,-1
killa,-1
"Kinetic Branding helps businesses connect with their audience on a deeper, more emotional level with their Core Brand Energy™ process and award winning designs",8
"Kingston and Bowie’s Aba 👑👨‍🎤 | Fatherhood & Family 🌎 | World Citizen 🇮🇱🇲🇽🇺🇸🇪🇸🇯🇲 🐕 | Dog Phanatic⚡️ Nya, Ryu, Jedi, Mesa, Griz & Sonny",-1
Klamath/Modoc Warm Springs/Paiute Premium Snapchat: http://treyvon.black IG: @T6lakk32,-1
"knitter, crochet and sewing are my favorite things to do. I listen to mystery or crime audio books while I do my favorite things.I am a retired RN,ocn",-1
know-man's land,-1
knowledge engineering | indie music | skiing | dad jokes,-1
"Knowledge seeker. Activity Junkie. Principal Owner of PACLAND in Bellevue, WA.  Student of Life. Civil Engineer.",-1
Knows irregardless isn't a word. Air Force OEF/OIF vet.,-1
"Kona Ice of Bend is not just another ice cream truck. We do FUNdraisers, Sports events, Schools, Birthdays, Corporate events & much more!",-1
Kripto delisi ve ne olursu olsun sonuna kadar destekçisi,-1
"KSP Fanatic, COCC class of 2020",-1
"KTVZ News Channel 21 Sales Guy, 20+ year Bendite, cyclist, runner, triathlete, nordic skier, and Rancher.  #RememberSteveLarsen",-1
KTVZ News Director,-1
KTVZ NewsChannel 21 MMJSunrise Anchor and Reporter,-1
"Kustom graphic designer, SuperMom of 2 Awesome kids, Lover of books, art, music, dance, yoga, boarding and being Super. #liveandlove #loveandlight",-1
kylerose.eth,-1
L&T Sports,-1
LA face with an Oakland booty,-1
"Labor Organizer (President SEIU Local 49), fighting for worker’s rights.  Choosing to laugh rather than cry.  Fierce Mama & Oregon explorer.",-1
Lady Logger and entrepreneur. *live the life you always intended to live* and have fun while doing it,-1
laid back n’ lowkey,-1
Laravel dev at UltraRunning Magazine. Hobbyist woodworker with 10 fingers.,-1
Largest Organic/Natural Bedding Source on Earth!,-1
Larry And His Flask is a rock and roll band from Bend Oregon. New album 'This Remedy' out now! https://larryandhisflask.lnk.to/thisremedy,3
"LarryB Sports Mind is dedicated to the extreme sport athlete looking to go to the next level and beyond, through mental and physical training.",-1
Lash Artist . Happy 🌞,3
